4,1,2010,153.385
5,1,2010,152.816
6,1,2010,152.299
7,1,2010,153.196
8,1,2010,153.058
9,1,2010,160.5
10,1,2010,160.5
11,1,2010,153.30700000000004
12,1,2010,154.08
13,1,2010,155.18
14,1,2010,155.84
15,1,2010,155.725
16,1,2010,160.5
17,1,2010,160.5
18,1,2010,155.78799999999995
19,1,2010,156.733
20,1,2010,158.632
21,1,2010,157.846
22,1,2010,156.898
23,1,2010,160.5
24,1,2010,160.5
25,1,2010,158.34
26,1,2010,158.424
27,1,2010,159.267
28,1,2010,160.069
29,1,2010,160.05200000000005
30,1,2010,160.5
31,1,2010,160.5
1,2,2010,158.55100000000004
2,2,2010,159.059
3,2,2010,158.65200000000004
4,2,2010,158.482
5,2,2010,157.784
6,2,2010,160.5
7,2,2010,160.5
8,2,2010,157.639
9,2,2010,157.181
10,2,2010,157.29
11,2,2010,158.499
12,2,2010,158.684
13,2,2010,160.5
14,2,2010,160.5
15,2,2010,159.253
16,2,2010,158.387
17,2,2010,158.58
18,2,2010,158.87
19,2,2010,157.041
20,2,2010,160.5
21,2,2010,160.5
22,2,2010,157.395
23,2,2010,157.49
24,2,2010,157.239
25,2,2010,156.136
26,2,2010,155.275
27,2,2010,160.5
28,2,2010,160.5
1,3,2010,153.03799999999995
2,3,2010,152.278
3,3,2010,153.134
4,3,2010,153.662
5,3,2010,154.503
6,3,2010,160.5
7,3,2010,160.5
8,3,2010,153.65200000000004
9,3,2010,152.975
10,3,2010,152.761
11,3,2010,152.94899999999996
12,3,2010,153.667
13,3,2010,160.5
14,3,2010,160.5
15,3,2010,153.154
16,3,2010,154.107
17,3,2010,155.32399999999996
18,3,2010,155.697
19,3,2010,153.387
20,3,2010,160.5
21,3,2010,160.5
22,3,2010,154.266
23,3,2010,153.56799999999996
24,3,2010,154.33
25,3,2010,154.102
26,3,2010,154.29
27,3,2010,160.5
28,3,2010,160.5
29,3,2010,154.121
30,3,2010,155.346
31,3,2010,156.041
1,4,2010,155.739
2,4,2010,156.247
3,4,2010,160.5
4,4,2010,160.5
5,4,2010,157.059
6,4,2010,157.317
7,4,2010,157.917
8,4,2010,158.106
9,4,2010,157.804
10,4,2010,160.5
11,4,2010,160.5
12,4,2010,156.4
13,4,2010,156.21
14,4,2010,156.511
15,4,2010,157.635
16,4,2010,156.959
17,4,2010,160.5
18,4,2010,160.5
19,4,2010,157.363
20,4,2010,157.773
21,4,2010,158.435
